ano,municipio,uf,regiao,codigo_ibge,nome_escola,rede,tipo,nota_media_enem,taxa_aprovacao,indicador_ideb,pib_per_capita
2020,silva,BA,Nordeste,2900010,escola nascimento ltda,privada,privada,585.5607894736843,0.867,6.77,34198.69
2020,silva,BA,Nordeste,2900010,escola sa municipal,publica,municipal,591.833,0.962,6.46,34198.69
2020,brito da praia,CE,Nordeste,2900016,escola caldeira municipal,publica,municipal,496.5944594594594,0.736,3.73,14785.97
2020,brito da praia,CE,Nordeste,2900016,escola montenegro ltda,privada,privada,508.4383333333333,0.82,4.03,14785.97
2020,pereira paulista,CE,Nordeste,2900017,escola da rosa ltda,privada,privada,523.0266666666666,0.904,4.66,19256.96
2020,pereira paulista,CE,Nordeste,2900017,escola pires municipal,publica,municipal,521.5560360360361,0.823,,19256.96
2020,siqueira,CE,Nordeste,2900018,escola costa ltda,privada,privada,554.9110869565218,0.867,6.37,27415.99
2020,siqueira,CE,Nordeste,2900018,escola montenegro ltda,privada,privada,546.8294444444444,0.881,6.74,27415.99
2020,siqueira,CE,Nordeste,2900018,escola pereira municipal,publica,municipal,560.8223076923077,0.867,6.92,27415.99
2020,siqueira,CE,Nordeste,2900018,escola porto ltda,privada,privada,550.2066129032257,0.683,5.57,27415.99
2020,barros de goias,DF,Centro-Oeste,2900025,escola araujo ltda,privada,privada,553.0026041666666,0.813,4.58,24874.59
2020,barros de goias,DF,Centro-Oeste,2900025,escola da costa municipal,publica,municipal,542.4447297297297,0.852,6.43,24874.59
2020,barros de goias,DF,Centro-Oeste,2900025,escola das neves estadual,publica,estadual,550.8299166666667,0.954,5.18,24874.59
2020,garcia,DF,Centro-Oeste,2900026,escola barros estadual,publica,estadual,601.76,0.828,6.33,37051.51
2020,garcia,DF,Centro-Oeste,2900026,escola da costa estadual,publica,estadual,584.6461363636364,0.854,6.16,37051.51
2020,garcia,DF,Centro-Oeste,2900026,escola nunes municipal,publica,municipal,600.6705263157895,0.901,6.74,37051.51
2020,marques da praia,DF,Centro-Oeste,2900027,escola barros estadual,publica,estadual,517.054375,0.797,4.29,15387.93
2020,marques da praia,DF,Centro-Oeste,2900027,escola mendonca municipal,publica,municipal,505.2493181818182,0.747,5.71,15387.93
2020,marques da praia,DF,Centro-Oeste,2900027,escola siqueira estadual,publica,estadual,517.6307692307691,0.771,4.73,15387.93
2020,barros da prata,GO,Centro-Oeste,2900020,escola castro estadual,publica,estadual,528.0632352941177,0.699,5.41,18775.48
2020,barros da prata,GO,Centro-Oeste,2900020,escola nogueira ltda,privada,privada,513.3538636363636,0.864,5.0,18775.48
2020,barros da prata,GO,Centro-Oeste,2900020,escola teixeira ltda,privada,privada,518.8488571428571,0.706,4.28,18775.48
2020,nascimento de campos,GO,Centro-Oeste,2900019,escola cassiano ltda,privada,privada,551.4057142857143,0.786,5.12,23981.97
2020,nascimento de campos,GO,Centro-Oeste,2900019,escola freitas estadual,publica,estadual,544.2695,0.822,5.53,23981.97
2020,pires da praia,GO,Centro-Oeste,2900021,escola moura estadual,publica,estadual,568.0113888888889,0.816,5.21,
2020,pires da praia,GO,Centro-Oeste,2900021,escola vasconcelos estadual,publica,estadual,565.776388888889,0.911,5.36,
2020,castro,MG,Sudeste,2900032,escola cunha municipal,publica,municipal,503.77810810810814,0.869,5.38,14309.39
2020,castro,MG,Sudeste,2900032,escola lima municipal,publica,municipal,519.4635714285714,0.838,4.2,14309.39
2020,castro,MG,Sudeste,2900032,escola nogueira municipal,publica,municipal,507.5724074074074,0.717,3.79,14309.39
2020,castro,MG,Sudeste,2900032,escola pereira ltda,privada,privada,506.58918918918914,0.72,4.58,14309.39
2020,garcia de da mata,MG,Sudeste,2900033,escola costa ltda,privada,privada,490.76045454545454,0.856,4.08,10406.91
2020,garcia de da mata,MG,Sudeste,2900033,escola sa municipal,publica,municipal,494.80428571428575,0.85,3.37,10406.91
2020,garcia de da mata,MG,Sudeste,2900033,escola sales estadual,publica,estadual,492.1161428571429,0.694,5.46,10406.91
2020,garcia de da mata,MG,Sudeste,2900033,escola siqueira estadual,publica,estadual,484.3460294117647,0.776,4.26,10406.91
2020,nascimento,MG,Sudeste,2900031,escola cavalcante estadual,publica,estadual,570.3152777777777,0.823,,30479.16
2020,nascimento,MG,Sudeste,2900031,escola da luz municipal,publica,municipal,568.7222222222222,0.897,4.59,30479.16
2020,nascimento,MG,Sudeste,2900031,escola moura municipal,publica,municipal,564.55,0.865,5.8,30479.16
2020,aparecida,MT,Centro-Oeste,2900023,escola almeida municipal,publica,municipal,514.890606060606,0.749,5.2,18809.35
2020,aparecida,MT,Centro-Oeste,2900023,escola mendonca estadual,publica,estadual,526.0561842105263,0.79,,18809.35
2020,santos,MT,Centro-Oeste,2900022,escola abreu estadual,publica,estadual,503.9128571428572,0.785,5.11,13161.27
2020,santos,MT,Centro-Oeste,2900022,escola duarte ltda,privada,privada,498.8442105263159,0.708,4.86,13161.27
2020,santos,MT,Centro-Oeste,2900022,escola peixoto municipal,publica,municipal,504.3406944444444,0.651,4.54,13161.27
2020,vargas,MT,Centro-Oeste,2900024,escola camargo ltda,privada,privada,529.8135294117646,0.731,6.0,21555.39
2020,vargas,MT,Centro-Oeste,2900024,escola fonseca estadual,publica,estadual,537.5817105263158,0.719,4.62,21555.39
2020,andrade do sul,PA,Norte,2900006,escola garcia municipal,publica,municipal,501.0423333333334,0.77,2.93,13771.8
2020,andrade do sul,PA,Norte,2900006,escola gomes ltda,privada,privada,505.1661111111111,0.778,5.04,13771.8
2020,andrade do sul,PA,Norte,2900006,escola martins ltda,privada,privada,490.41023809523807,0.864,4.39,13771.8
2020,andrade do sul,PA,Norte,2900006,escola peixoto estadual,publica,estadual,500.8164,0.772,4.55,13771.8
2020,pastor,PA,Norte,2900005,escola azevedo estadual,publica,estadual,500.74171052631584,0.766,3.95,13772.69
2020,pastor,PA,Norte,2900005,escola lima ltda,privada,privada,502.0033783783784,0.699,4.08,13772.69
2020,pastor,PA,Norte,2900005,escola peixoto ltda,privada,privada,506.4298214285714,0.817,4.61,13772.69
2020,rocha,PA,Norte,2900004,escola castro estadual,publica,estadual,574.458947368421,0.886,,30150.36
2020,rocha,PA,Norte,2900004,escola rodrigues municipal,publica,municipal,575.1973684210526,0.781,5.93,30150.36
2020,rocha,PA,Norte,2900004,escola vieira municipal,publica,municipal,569.1956060606061,0.789,5.82,30150.36
2020,caldeira de minas,PE,Nordeste,2900015,escola cavalcanti ltda,privada,privada,510.40681818181815,0.8,4.3,14727.52
2020,caldeira de minas,PE,Nordeste,2900015,escola da luz municipal,publica,municipal,495.1016,0.786,4.54,14727.52
2020,caldeira de minas,PE,Nordeste,2900015,escola montenegro municipal,publica,municipal,503.38740740740747,0.822,3.82,14727.52
2020,caldeira de minas,PE,Nordeste,2900015,escola teixeira ltda,privada,privada,511.3961428571429,0.788,5.0,14727.52
2020,cunha,PE,Nordeste,2900014,escola abreu estadual,publica,estadual,510.9159677419355,0.802,,15856.55
2020,cunha,PE,Nordeste,2900014,escola marques municipal,publica,municipal,507.405,0.81,4.24,15856.55
2020,cunha,PE,Nordeste,2900014,escola silveira estadual,publica,estadual,500.5945454545454,0.76,5.09,15856.55
2020,cunha,PE,Nordeste,2900014,escola silveira ltda,privada,privada,511.5393548387096,0.795,4.43,15856.55
2020,fernandes paulista,PE,Nordeste,2900013,escola castro municipal,publica,municipal,598.0659722222222,0.99,7.09,38800.38
2020,fernandes paulista,PE,Nordeste,2900013,escola da rocha municipal,publica,municipal,600.7267647058824,0.843,7.86,38800.38
2020,fernandes paulista,PE,Nordeste,2900013,escola lopes estadual,publica,estadual,591.3814880952381,0.815,7.84,38800.38
2020,da cruz,PR,Sul,2900042,escola andrade ltda,privada,privada,548.2914864864865,0.836,5.93,26321.55
2020,da cruz,PR,Sul,2900042,escola azevedo estadual,publica,estadual,544.6973333333333,0.938,6.14,26321.55
2020,da cruz,PR,Sul,2900042,escola farias estadual,publica,estadual,548.8158108108108,0.873,,26321.55
2020,da luz,PR,Sul,2900041,escola araujo estadual,publica,estadual,493.65125,0.78,4.15,12515.41
2020,da luz,PR,Sul,2900041,escola da conceicao municipal,publica,municipal,493.6944827586207,0.728,3.83,12515.41
2020,da luz,PR,Sul,2900041,escola pires ltda,privada,privada,495.4270833333333,0.86,5.16,12515.41
2020,da luz,PR,Sul,2900041,escola santos ltda,privada,privada,507.0798275862069,0.738,3.83,12515.41
2020,ramos dos dourados,PR,Sul,2900040,escola abreu estadual,publica,estadual,545.41375,0.875,5.43,24285.64
2020,ramos dos dourados,PR,Sul,2900040,escola barbosa ltda,privada,privada,538.8489583333334,0.895,5.64,24285.64
2020,ramos dos dourados,PR,Sul,2900040,escola camara estadual,publica,estadual,543.9495,0.841,4.97,24285.64
2020,andrade,RJ,Sudeste,2900036,escola campos estadual,publica,estadual,601.671891891892,0.839,7.14,37910.7
2020,andrade,RJ,Sudeste,2900036,escola da cruz municipal,publica,municipal,615.9134615384615,0.889,6.23,37910.7
2020,andrade,RJ,Sudeste,2900036,escola machado estadual,publica,estadual,592.3817391304348,0.964,7.96,37910.7
2020,rodrigues,RJ,Sudeste,2900034,escola das neves estadual,publica,estadual,618.2227083333333,0.915,7.77,43108.76
2020,rodrigues,RJ,Sudeste,2900034,escola guerra estadual,publica,estadual,619.73375,0.916,8.32,43108.76
2020,rodrigues,RJ,Sudeste,2900034,escola rios ltda,privada,privada,619.9997826086957,0.918,7.25,43108.76
2020,rodrigues,RJ,Sudeste,2900034,escola silva municipal,publica,municipal,622.0669583333333,0.928,7.0,43108.76
2020,vargas do norte,RJ,Sudeste,2900035,escola freitas municipal,publica,municipal,615.0174137931035,0.967,,43728.39
2020,vargas do norte,RJ,Sudeste,2900035,escola macedo ltda,privada,privada,624.4943421052632,0.952,7.8,43728.39
2020,vargas do norte,RJ,Sudeste,2900035,escola moreira estadual,publica,estadual,620.3729999999999,0.933,8.29,43728.39
2020,vargas do norte,RJ,Sudeste,2900035,escola rezende estadual,publica,estadual,623.7957692307692,0.789,6.53,43728.39
2020,cunha,RS,Sul,2900038,escola novaes municipal,publica,municipal,481.8092307692308,0.862,4.42,11613.87
2020,cunha,RS,Sul,2900038,escola pastor estadual,publica,estadual,503.8257407407408,0.888,4.71,11613.87
2020,cunha do amparo,RS,Sul,2900039,escola da conceicao ltda,privada,privada,588.7644444444444,0.808,6.57,33316.62
2020,cunha do amparo,RS,Sul,2900039,escola pastor municipal,publica,municipal,579.020606060606,0.929,6.13,33316.62
2020,guerra paulista,RS,Sul,2900037,escola almeida ltda,privada,privada,513.2460869565217,0.774,5.17,19270.71
2020,guerra paulista,RS,Sul,2900037,escola azevedo ltda,privada,privada,532.6193181818181,0.827,5.11,19270.71
2020,guerra paulista,RS,Sul,2900037,escola camara estadual,publica,estadual,517.8903333333334,0.748,5.61,19270.71
2020,guerra paulista,RS,Sul,2900037,escola fernandes ltda,privada,privada,530.4037500000001,0.866,4.1,19270.71
2020,camara grande,SC,Sul,2900045,escola cardoso ltda,privada,privada,525.6836,0.746,3.61,17574.86
2020,camara grande,SC,Sul,2900045,escola nogueira municipal,publica,municipal,529.3264285714286,0.819,5.07,17574.86
2020,pacheco das flores,SC,Sul,2900044,escola cunha municipal,publica,municipal,615.972037037037,0.839,6.99,41644.85
2020,pacheco das flores,SC,Sul,2900044,escola da mota municipal,publica,municipal,621.2905357142857,0.876,8.49,41644.85
2020,pacheco das flores,SC,Sul,2900044,escola mendonca municipal,publica,municipal,621.309,0.841,7.0,41644.85
2020,pacheco das flores,SC,Sul,2900044,escola rios municipal,publica,municipal,602.4862068965517,0.884,6.82,41644.85
2020,souza verde,SC,Sul,2900043,escola barbosa municipal,publica,municipal,484.4778,0.691,3.49,9272.38
2020,souza verde,SC,Sul,2900043,escola da costa municipal,publica,municipal,487.9893181818181,0.812,4.04,9272.38
2020,souza verde,SC,Sul,2900043,escola moraes municipal,publica,municipal,487.2705555555555,0.785,4.71,9272.38
2020,costela paulista,SP,Sudeste,2900029,escola cardoso ltda,privada,privada,562.7197457627118,0.869,4.97,29919.34
2020,costela paulista,SP,Sudeste,2900029,escola ribeiro estadual,publica,estadual,570.1737096774193,0.838,6.09,29919.34
2020,costela paulista,SP,Sudeste,2900029,escola vargas municipal,publica,municipal,570.0496428571429,0.862,7.47,29919.34
2020,freitas,SP,Sudeste,2900028,escola azevedo estadual,publica,estadual,553.37453125,0.781,5.82,27026.67
2020,freitas,SP,Sudeste,2900028,escola nascimento ltda,privada,privada,559.6334722222223,0.773,5.73,27026.67
2020,freitas,SP,Sudeste,2900028,escola teixeira estadual,publica,estadual,553.1425,0.852,6.8,27026.67
2020,pereira,SP,Sudeste,2900030,escola melo ltda,privada,privada,479.2652380952381,0.739,3.52,9718.67
2020,pereira,SP,Sudeste,2900030,escola novaes municipal,publica,municipal,476.0083333333333,0.748,3.6,9718.67
2021,cunha,AC,Norte,2900007,escola da cunha ltda,privada,privada,490.2092592592592,0.785,4.63,10116.4
2021,cunha,AC,Norte,2900007,escola moura municipal,publica,municipal,493.9146551724138,0.835,4.76,10116.4
2021,montenegro,AC,Norte,2900008,escola albuquerque ltda,privada,privada,608.5064705882353,0.982,5.78,40437.73
2021,montenegro,AC,Norte,2900008,escola novaes estadual,publica,estadual,600.7570689655173,0.869,7.59,40437.73
2021,montenegro,AC,Norte,2900008,escola rodrigues estadual,publica,estadual,602.2554166666667,0.877,6.81,40437.73
2021,montenegro,AC,Norte,2900008,escola silveira estadual,publica,estadual,607.7104347826087,0.833,,40437.73
2021,novais,AC,Norte,2900009,escola camargo ltda,privada,privada,569.2410714285714,0.901,7.1,30158.1
2021,novais,AC,Norte,2900009,escola rodrigues municipal,publica,municipal,568.4755,0.756,5.74,30158.1
2021,alves,AM,Norte,2900001,escola borges estadual,publica,estadual,538.3173717948719,0.851,5.37,
2021,alves,AM,Norte,2900001,escola monteiro municipal,publica,municipal,536.7856896551724,0.756,5.34,
2021,alves,AM,Norte,2900001,escola moraes estadual,publica,estadual,530.4410526315789,0.723,,
2021,alves,AM,Norte,2900001,escola sa municipal,publica,municipal,531.0208749999999,0.752,5.47,
2021,da cruz de goias,AM,Norte,2900002,escola aragao estadual,publica,estadual,621.3045588235294,0.858,7.93,42124.84
2021,da cruz de goias,AM,Norte,2900002,escola camargo municipal,publica,municipal,614.8970454545455,0.856,7.55,42124.84
2021,sousa,AM,Norte,2900003,escola cassiano municipal,publica,municipal,595.663125,0.835,6.8,34140.3
2021,sousa,AM,Norte,2900003,escola pires municipal,publica,municipal,582.9746,0.839,5.44,34140.3
2021,abreu da serra,BA,Nordeste,2900012,escola camargo estadual,publica,estadual,642.621875,0.959,7.44,43553.88
2021,abreu da serra,BA,Nordeste,2900012,escola fernandes ltda,privada,privada,619.0498198198198,0.842,8.15,43553.88
2021,abreu da serra,BA,Nordeste,2900012,escola ramos municipal,publica,municipal,631.6981578947368,0.897,7.41,43553.88
2021,camara dos dourados,BA,Nordeste,2900011,escola da mata ltda,privada,privada,477.8086486486487,0.79,4.03,8944.24
2021,camara dos dourados,BA,Nordeste,2900011,escola vargas estadual,publica,estadual,481.1267105263158,0.653,4.03,8944.24
2021,silva,BA,Nordeste,2900010,escola nascimento ltda,privada,privada,589.7880952380953,0.898,5.96,35669.88
2021,silva,BA,Nordeste,2900010,escola sa municipal,publica,municipal,569.3940625,0.965,6.1,35669.88
2021,brito da praia,CE,Nordeste,2900016,escola caldeira municipal,publica,municipal,502.0175714285715,0.792,4.61,14916.18
2021,brito da praia,CE,Nordeste,2900016,escola montenegro ltda,privada,privada,495.1084615384616,0.744,4.79,14916.18
2021,pereira paulista,CE,Nordeste,2900017,escola da rosa ltda,privada,privada,527.8113793103448,0.71,5.04,19152.9
2021,pereira paulista,CE,Nordeste,2900017,escola pires municipal,publica,municipal,530.9614880952381,0.822,5.41,19152.9
2021,siqueira,CE,Nordeste,2900018,escola costa ltda,privada,privada,558.2620833333333,0.797,6.47,26890.4
2021,siqueira,CE,Nordeste,2900018,escola montenegro ltda,privada,privada,556.665294117647,0.83,5.7,26890.4
2021,siqueira,CE,Nordeste,2900018,escola pereira municipal,publica,municipal,558.8645945945946,0.863,5.49,26890.4
2021,siqueira,CE,Nordeste,2900018,escola porto ltda,privada,privada,552.6326470588235,0.874,4.89,26890.4
2021,barros de goias,DF,Centro-Oeste,2900025,escola araujo ltda,privada,privada,551.0958333333333,0.752,5.0,25258.81
2021,barros de goias,DF,Centro-Oeste,2900025,escola da costa municipal,publica,municipal,544.0592735042735,0.87,5.95,25258.81
2021,barros de goias,DF,Centro-Oeste,2900025,escola das neves estadual,publica,estadual,545.1091975308642,0.799,6.19,25258.81
2021,garcia,DF,Centro-Oeste,2900026,escola barros estadual,publica,estadual,597.8938571428571,0.973,5.91,
2021,garcia,DF,Centro-Oeste,2900026,escola da costa estadual,publica,estadual,581.7586666666667,0.81,7.08,
2021,garcia,DF,Centro-Oeste,2900026,escola nunes municipal,publica,municipal,601.4,0.95,6.88,
2021,marques da praia,DF,Centro-Oeste,2900027,escola barros estadual,publica,estadual,506.86984375,0.909,4.2,16412.55
2021,marques da praia,DF,Centro-Oeste,2900027,escola mendonca municipal,publica,municipal,517.1117647058824,0.878,5.04,16412.55
2021,marques da praia,DF,Centro-Oeste,2900027,escola siqueira estadual,publica,estadual,505.932,0.913,5.28,16412.55
2021,barros da prata,GO,Centro-Oeste,2900020,escola castro estadual,publica,estadual,536.028,0.876,5.91,20029.89
2021,barros da prata,GO,Centro-Oeste,2900020,escola nogueira ltda,privada,privada,520.4875000000001,0.771,5.35,20029.89
2021,barros da prata,GO,Centro-Oeste,2900020,escola teixeira ltda,privada,privada,522.0370370370371,0.857,5.15,20029.89
2021,nascimento de campos,GO,Centro-Oeste,2900019,escola cassiano ltda,privada,privada,536.7873076923078,0.84,5.32,24061.63
2021,nascimento de campos,GO,Centro-Oeste,2900019,escola freitas estadual,publica,estadual,537.2616666666667,0.753,5.88,24061.63
2021,pires da praia,GO,Centro-Oeste,2900021,escola moura estadual,publica,estadual,568.3883333333333,0.893,7.04,32715.53
2021,pires da praia,GO,Centro-Oeste,2900021,escola vasconcelos estadual,publica,estadual,574.5177586206896,0.863,5.86,32715.53
2021,castro,MG,Sudeste,2900032,escola cunha municipal,publica,municipal,500.94826923076926,0.73,4.62,14956.25
2021,castro,MG,Sudeste,2900032,escola lima municipal,publica,municipal,508.1143181818181,0.885,4.23,14956.25
2021,castro,MG,Sudeste,2900032,escola nogueira municipal,publica,municipal,508.215,0.736,5.32,14956.25
2021,castro,MG,Sudeste,2900032,escola pereira ltda,privada,privada,508.77200854700857,0.722,4.33,14956.25
2021,garcia de da mata,MG,Sudeste,2900033,escola costa ltda,privada,privada,487.88328571428576,0.804,4.52,10531.56
2021,garcia de da mata,MG,Sudeste,2900033,escola sa municipal,publica,municipal,487.43732142857147,0.745,4.03,10531.56
2021,garcia de da mata,MG,Sudeste,2900033,escola sales estadual,publica,estadual,486.682,0.743,4.09,10531.56
2021,garcia de da mata,MG,Sudeste,2900033,escola siqueira estadual,publica,estadual,498.30827586206897,0.79,5.14,10531.56
2021,nascimento,MG,Sudeste,2900031,escola cavalcante estadual,publica,estadual,571.5811111111111,0.851,5.89,30481.39
2021,nascimento,MG,Sudeste,2900031,escola da luz municipal,publica,municipal,570.8458823529411,0.828,5.31,30481.39
2021,nascimento,MG,Sudeste,2900031,escola moura municipal,publica,municipal,565.439,0.852,5.24,30481.39
2021,aparecida,MT,Centro-Oeste,2900023,escola almeida municipal,publica,municipal,538.4141666666667,0.814,4.98,19027.17
2021,aparecida,MT,Centro-Oeste,2900023,escola mendonca estadual,publica,estadual,521.4266071428572,0.857,5.14,19027.17
2021,santos,MT,Centro-Oeste,2900022,escola abreu estadual,publica,estadual,507.2424074074074,0.759,4.33,14121.57
2021,santos,MT,Centro-Oeste,2900022,escola duarte ltda,privada,privada,497.08181818181816,0.886,4.11,14121.57
2021,santos,MT,Centro-Oeste,2900022,escola peixoto municipal,publica,municipal,507.888947368421,0.792,5.04,14121.57
2021,vargas,MT,Centro-Oeste,2900024,escola camargo ltda,privada,privada,530.2413636363636,0.847,5.64,22248.38
2021,vargas,MT,Centro-Oeste,2900024,escola fonseca estadual,publica,estadual,521.1335416666667,0.754,6.24,22248.38
2021,andrade do sul,PA,Norte,2900006,escola garcia municipal,publica,municipal,495.8867333333333,0.815,4.41,13721.15
2021,andrade do sul,PA,Norte,2900006,escola gomes ltda,privada,privada,495.6958823529412,0.696,3.77,13721.15
2021,andrade do sul,PA,Norte,2900006,escola martins ltda,privada,privada,511.6621875,0.839,2.96,13721.15
2021,andrade do sul,PA,Norte,2900006,escola peixoto estadual,publica,estadual,496.37,0.765,4.66,13721.15
2021,pastor,PA,Norte,2900005,escola azevedo estadual,publica,estadual,495.2374193548387,0.839,4.58,14033.34
2021,pastor,PA,Norte,2900005,escola lima ltda,privada,privada,507.1622222222222,0.863,3.48,14033.34
2021,pastor,PA,Norte,2900005,escola peixoto ltda,privada,privada,502.79357142857145,0.787,4.83,14033.34
2021,rocha,PA,Norte,2900004,escola castro estadual,publica,estadual,571.9940322580645,0.908,5.21,30592.61
2021,rocha,PA,Norte,2900004,escola rodrigues municipal,publica,municipal,573.1545652173913,0.862,5.83,30592.61
2021,rocha,PA,Norte,2900004,escola vieira municipal,publica,municipal,568.8664473684211,0.788,6.59,30592.61
2021,caldeira de minas,PE,Nordeste,2900015,escola cavalcanti ltda,privada,privada,504.07925,0.773,5.58,16026.5
2021,caldeira de minas,PE,Nordeste,2900015,escola da luz municipal,publica,municipal,499.7840625,0.728,5.36,16026.5
2021,caldeira de minas,PE,Nordeste,2900015,escola montenegro municipal,publica,municipal,505.1293333333333,0.907,5.02,16026.5
2021,caldeira de minas,PE,Nordeste,2900015,escola teixeira ltda,privada,privada,508.09769230769234,0.789,4.37,16026.5
2021,cunha,PE,Nordeste,2900014,escola abreu estadual,publica,estadual,509.1356565656565,0.902,5.14,16105.66
2021,cunha,PE,Nordeste,2900014,escola marques municipal,publica,municipal,509.4963636363637,0.82,4.41,16105.66
2021,cunha,PE,Nordeste,2900014,escola silveira estadual,publica,estadual,505.6595,0.848,5.1,16105.66
2021,cunha,PE,Nordeste,2900014,escola silveira ltda,privada,privada,515.9506666666667,0.853,4.73,16105.66
2021,fernandes paulista,PE,Nordeste,2900013,escola castro municipal,publica,municipal,615.1159090909091,0.843,6.53,37900.16
2021,fernandes paulista,PE,Nordeste,2900013,escola da rocha municipal,publica,municipal,605.3141891891892,0.858,6.66,37900.16
2021,fernandes paulista,PE,Nordeste,2900013,escola lopes estadual,publica,estadual,599.2838888888889,0.862,7.5,37900.16
2021,da cruz,PR,Sul,2900042,escola andrade ltda,privada,privada,570.4619047619047,0.798,6.16,25837.0
2021,da cruz,PR,Sul,2900042,escola azevedo estadual,publica,estadual,542.6717391304348,0.766,5.65,25837.0
2021,da cruz,PR,Sul,2900042,escola farias estadual,publica,estadual,560.6771111111112,0.935,5.95,25837.0
2021,da luz,PR,Sul,2900041,escola araujo estadual,publica,estadual,497.6058333333333,0.753,4.6,12903.37
2021,da luz,PR,Sul,2900041,escola da conceicao municipal,publica,municipal,488.63642857142855,0.779,4.74,12903.37
2021,da luz,PR,Sul,2900041,escola pires ltda,privada,privada,496.72383333333335,0.742,5.03,12903.37
2021,da luz,PR,Sul,2900041,escola santos ltda,privada,privada,503.04720588235296,0.801,4.93,12903.37
2021,ramos dos dourados,PR,Sul,2900040,escola abreu estadual,publica,estadual,557.0742307692308,0.971,6.25,26159.94
2021,ramos dos dourados,PR,Sul,2900040,escola barbosa ltda,privada,privada,533.653695652174,0.884,,26159.94
2021,ramos dos dourados,PR,Sul,2900040,escola camara estadual,publica,estadual,540.6802083333333,0.752,6.78,26159.94
2021,andrade,RJ,Sudeste,2900036,escola campos estadual,publica,estadual,591.8621875,0.699,6.13,39056.65
2021,andrade,RJ,Sudeste,2900036,escola da cruz municipal,publica,municipal,605.1488888888889,0.945,7.29,39056.65
2021,andrade,RJ,Sudeste,2900036,escola machado estadual,publica,estadual,585.4894736842106,0.804,6.54,39056.65
2021,rodrigues,RJ,Sudeste,2900034,escola das neves estadual,publica,estadual,621.7814999999999,0.933,8.09,42694.19
2021,rodrigues,RJ,Sudeste,2900034,escola guerra estadual,publica,estadual,618.4348717948718,0.919,6.6,42694.19
2021,rodrigues,RJ,Sudeste,2900034,escola rios ltda,privada,privada,621.65171875,0.866,6.79,42694.19
2021,rodrigues,RJ,Sudeste,2900034,escola silva municipal,publica,municipal,623.830652173913,0.894,8.06,42694.19
2021,vargas do norte,RJ,Sudeste,2900035,escola freitas municipal,publica,municipal,629.5207142857142,0.93,,43755.1
2021,vargas do norte,RJ,Sudeste,2900035,escola macedo ltda,privada,privada,628.9786666666666,0.983,7.43,43755.1
2021,vargas do norte,RJ,Sudeste,2900035,escola moreira estadual,publica,estadual,625.75765625,0.99,6.77,43755.1
2021,vargas do norte,RJ,Sudeste,2900035,escola rezende estadual,publica,estadual,636.8249999999999,0.971,6.46,43755.1
2021,cunha,RS,Sul,2900038,escola novaes municipal,publica,municipal,489.9768518518519,0.75,4.54,12290.54
2021,cunha,RS,Sul,2900038,escola pastor estadual,publica,estadual,485.52275,0.721,4.35,12290.54
